,Unnamed: 0,Group Name,Articles,HS Words,isTamil
468,468,buwaSL,"🤦 ඉස්කෝලේ ගියපු එකෙක්යැ ඉතින්

Sajith Premadasa

Sajith Premadasa",0,True
469,469,buwaSL,"😂

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️",0,True
470,470,buwaSL,Buwa ツ,0,True
471,471,buwaSL,බිත්තරේ අපරාදේ,0,True
472,472,buwaSL,Buwa ツ,0,True
473,473,buwaSL,"කතාව
තිර රචනය
අධ්‍යක්ෂනය
නිශ්පාදනය
රඟපෑම ✅

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

සෝර්ට් ඇන්ඩ් සුවීට්",0,True
474,474,buwaSL,Buwa ツ,0,True
475,475,buwaSL,Buwa ツ,0,True
476,476,buwaSL,🤔,0,True
477,477,buwaSL,මොකුත් කියන්න එපා ඈ..🤫,0,True
478,478,buwaSL,ශ්‍රී ලංකාවේ එන්නත්කරණය ආරම්භ කර අදට වසරයි❤️💉 🇱🇰,0,True
479,479,buwaSL,💉,0,True
480,480,buwaSL,😍,0,True
481,481,buwaSL,Buwa ツ,0,True
482,482,buwaSL,😍🖤👏💪❤️,0,True
483,483,buwaSL,🥲,0,True
484,484,buwaSL,Buwa ツ,0,True
485,485,buwaSL,"💉

චමින්ද

චමින්ද",0,True
486,486,buwaSL,🏃,0,True
487,487,buwaSL,"Tharahay lapayo 👎

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😌",0,True
488,488,buwaSL,Buwa ツ,0,True
489,489,buwaSL,Buwa ツ,0,True
490,490,buwaSL,විදුලිය විසංධි කරන කාල සටහන..😍,0,True
491,491,buwaSL,ජීවිතේ එක වරක් පමණක් දකින්නට ලැබෙන දසුනක් ❤️ කූරගල,0,True
492,492,buwaSL,Buwa ツ,0,True
493,493,buwaSL,Buwa ツ,0,True
494,494,buwaSL,අපරාදේ වීසා දෙන්න තිබුනේ 🤧,0,True
495,495,buwaSL,"වහාම් පෙළ හැසෙව්
ඕටී දියවු..!
පන්දාහත් දියවු..!!
විෂමතා ඉවත් කරපියව්..!!!
සුබෝධිනි දියවු.!!!

ශිල්ප කොදෙව්ව

ශිල්ප කොදෙව්ව

සෙනසුරාදා දිනවලත් ගුරුවරුන් සේවයට කැදවන්නේ නම් අතිකාල දීමනා ගෙවනු...

ගුරු-විදුහල්පති
වරුනි,වහා පෙළ ගැසෙමු",0,True
496,496,buwaSL,Buwa ツ,0,True
497,497,buwaSL,❤️,0,True
498,498,buwaSL,"අපේම උගත් දරුවෙක් වෙච්ච දීපිකා පදුකෝන් සමඟ

Anura Kumara Dissanayake

Anura Kumara Dissanayake",0,True
499,499,buwaSL,👏,0,True
500,500,buwaSL,"❤️

චමින්ද

චමින්ද",0,True
501,501,buwaSL,Buwa ツ,0,True
502,502,buwaSL,මත්තල වී ගබඩාව 😋,0,True
503,503,buwaSL,"❤️

චමින්ද

චමින්ද

🥲",0,True
504,504,buwaSL,Buwa ツ,0,True
505,505,buwaSL,💪,0,True
506,506,buwaSL,Buwa ツ,0,True
507,507,buwaSL,Buwa ツ,0,True
508,508,buwaSL,නුවරට අලුතින් එක්වුන සහස් උයන ❤️,0,True
509,509,buwaSL,🥲👏,0,True
510,510,buwaSL,Buwa ツ,0,True
511,511,buwaSL,Buwa ツ,0,True
512,512,buwaSL,"🤧

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

💪",0,True
513,513,buwaSL,Buwa ツ,0,True
514,514,buwaSL,Buwa ツ,0,True
515,515,buwaSL,"🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠🧠

චමින්ද

චමින්ද

🤧",0,True
516,516,buwaSL,Buwa ツ,0,True
517,517,buwaSL,🤧,0,True
518,518,buwaSL,😍🧐,0,True
519,519,buwaSL,"ගුඩ් මෝනිං ❤️

Development Officers Service Union සංවර්ධන නිලධාරි සේවා සංගමය

Development Officers Service Union සංවර්ධන නිලධාරි සේවා සංගමය",0,True
520,520,buwaSL,තව චෑන්ස් දෙන්න ඕන ❤️,0,True
521,521,buwaSL,"🥲

චමින්ද

චමින්ද

💔",0,True
522,522,buwaSL,🥲,0,True
523,523,buwaSL,"😻

Saman - kiri saman updated their profile picture.

Saman - kiri saman updated their profile picture.",0,True
524,524,buwaSL,Buwa ツ,0,True
525,525,buwaSL,"ක්‍රිරි සමන් 😥

චමින්ද

චමින්ද

Kiri saman left",0,True
526,526,buwaSL,මිනිස්සුන්ට ඇත්ත කියපු නිසානේ මේ ඔක්කොම 🤧,0,True
527,527,buwaSL,😍,0,True
528,528,buwaSL,😌🙏,0,True
529,529,buwaSL,"😎

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😍",0,True
530,530,buwaSL,කොහොමද කම් බැක් එක ❤️👍,0,True
531,531,buwaSL,"😂🙏

Harshana Rajakaruna

Harshana Rajakaruna",0,True
532,532,buwaSL,Buwa ツ,0,True
533,533,buwaSL,Buwa ツ,0,True
534,534,buwaSL,"මහින්ද මහත්තයගේ කාලේ හදන්න පටන් ගත්තා..
යහපාලනේ කිරිඇල්ලලා එක එකාට කොන්ත්‍රාත් දීලා වැඩේ මඟ නැවත්තුවා.හබැයි
කොන්ත්‍රාත් ගත්ත සල්ලි ටික කට්ටියගේ සාක්කු වලට වැටුනා..
ස"" ඇවිල්ලා ලංකාවෙම කම්පැනියට කොන්ත්‍රාත් බාර දීලා,ලංකාවෙම අරමුදල් වලින් වැඩේ අවුරුදු 2ක් යන්නත් කලින් ඉවර කලා..
එහේ මිනිස්සුන්ට මේක සම්පතක්..

ස්තූතියි 🙏 🛣️",0,True
535,535,buwaSL,Buwa ツ,0,True
536,536,buwaSL,Buwa ツ,0,True
537,537,buwaSL,අප්පලා ටිකට පුතාලා දාගන්න බැරුව,0,True
538,538,buwaSL,Buwa ツ,0,True
539,539,buwaSL,Buwa ツ,0,True
540,540,buwaSL,"ආදායම බිලියන 02 යි පාඩුව බිලියන 10.

දිගින් දිගටම පෙර නොදන්වා ස්ට්‍රයික්...
මිනිස්සු අතරමඟ රස්තියාදු කරනවනවා...

දුම්රිය සේවාව නැත්තටම නැති කිරීමට පෙර, දුම්රිය සේවාව පෞද්ගලිකරණය කළ යුතුව ඇත.

ලක්ෂ ගණන් පඩි අරන්, සේවාව හරියට දෙන්න බැරි නම් මේවා තියන් ඉන්න එක රටට පාඩුවක් විතරයි. සංචාරකයො එන්න ගත්තා...",0,True
541,541,buwaSL,😌,0,True
542,542,buwaSL,"❤️

චමින්ද

චමින්ද

👍",0,True
543,543,buwaSL,Buwa ツ,0,True
544,544,buwaSL,නොදෝමකින් Sri Lanka Railway Department Sri Lanka Railways Headquarters මරදාන දුම්රිය ස්ථානය - Maradana Railway Station Colombo fort Railway Station,0,True
545,545,buwaSL,"හෙට දින ජනතා අයිතියට පත්වන මීරිගම - කුරුණෑගල අධිවේගී මාර්ගය
🛣️
දේශීය අරමුදල් සහ දේශීය කොන්ත්‍රාත්කරුවන් යොදා සකස් කල මුලු දුර 40.9km වන මෙම අධිවේගී මාර්ගය දැනට ශ්‍රී ලංකාවේ අධිවේගී මාර්ග අතරින් අලංකාරම කොටසයි
❤️😍",0,True
546,546,buwaSL,"මාතර උද්ඝෝෂණ කරන වෙලේ රතු තරුව දාලා කාමරේ අතු ගා ගනින්කෝ 🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

නිකන් කාමරෙත් අස්කරලා දීපන් නන්දේ",0,True
547,547,buwaSL,🤬,0,True
548,548,buwaSL,"දුම්රිය ස්ථානාධිපතිවරුන
්ගේ දේශපාලන වැඩ වර්ජනය අවසන්..

ඊලඟ දවසේ ටිකට් ගන්න යද්දි එයාලට සුබ පතන්න අමතක කරන්න එපා..! ❤️😍",0,True
549,549,buwaSL,Buwa ツ,0,True
550,550,buwaSL,චක්‍රලේඛනය නිකුත් වෙයි,0,True
551,551,buwaSL,"🤏

චමින්ද

චමින්ද",0,True
552,552,buwaSL,❤️ overseas විතරයි 🤧,0,True
553,553,buwaSL,Buwa ツ,0,True
554,554,buwaSL,ඉවක් බවක් නොමැති දේශපාලනික දුම්රිය වර්ජන නිසා මගීන්ගෙන් මීනගයා දුම්රියට ග&ල් ප්‍ර&හාරයක් Sajith Premadasa Sri Lanka Railway Department,0,True
555,555,buwaSL,"😡

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😌📣",0,True
556,556,buwaSL,"බ්‍රෙසියර් ගලවලා හිටං

චමින්ද

චමින්ද",0,True
557,557,buwaSL,ටටා,0,True
558,558,buwaSL,😏,0,True
559,559,buwaSL,Buwa ツ,0,True
560,560,buwaSL,🤧,0,True
561,561,buwaSL,"😂🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
562,562,buwaSL,Buwa ツ,0,True
563,563,buwaSL,Buwa ツ,0,True
564,564,buwaSL,Buwa ツ,0,True
565,565,buwaSL,Buwa ツ,0,True
566,566,buwaSL,❤️,0,True
567,567,buwaSL,"🙏❤️

චමින්ද

චමින්ද",0,True
568,568,buwaSL,Buwa ツ,0,True
569,569,buwaSL,Thank you ❤️😍 Mahinda Rajapaksa,0,True
570,570,buwaSL,Buwa ツ,0,True
571,571,buwaSL,Buwa ツ,0,True
572,572,buwaSL,Buwa ツ,0,True
573,573,buwaSL,Buwa ツ,0,True
574,574,buwaSL,"Port city ගියා, වීසා ගත්තේ පැලවත්ත කාර්යාලයෙන්",0,True
575,575,buwaSL,හිටං හුටං හු ට් ට පටං,0,True
576,576,buwaSL,"😇

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😌",0,True
577,577,buwaSL,Buwa ツ,0,True
578,578,buwaSL,📣,0,True
579,579,buwaSL,Buwa ツ,0,True
580,580,buwaSL,"Buwa ツ

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
581,581,buwaSL,Buwa ツ,0,True
582,582,buwaSL,ආ ශරි ශරි බ ඩු පත්තු වෙනවා 😇,0,True
583,583,buwaSL,"🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
584,584,buwaSL,👍,0,True
585,585,buwaSL,Not comfirm,0,True
586,586,buwaSL,Buwa ツ,0,True
587,587,buwaSL,Buwa ツ,0,True
588,588,buwaSL,පරපුරෙන් පරපුරට යන විශ්වාසය 😍,0,True
589,589,buwaSL,😂🙏,0,True
590,590,buwaSL,"හැඩවෙන මහනුවර
""සියක් නගර"" ව්‍යාපෘතියෙන් මහනුවර දළඳා මාලිගාව වන්දනාකරුවන් සඳහා ඉදිකල පොදු පහසුකම් සහිත මධ්‍යස්ථානය.සහ ටොම්ලින් උද්‍යානය

➡️ටොම්ලින් උද්‍යානයේ
📣වන්දනාකරුවන්ට විවේක ගැනීමට කාමර පහසුකම්
📣සනීපාරක්ෂක පහසුකම්
📣වන්දනාකරුවන් සදහා වෙලදකුටි 16ක්

➡️පොදු පහසුකම් උද්‍යානය
...",0,True
591,591,buwaSL,👌,0,True
592,592,buwaSL,"❤️

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

👍",0,True
593,593,buwaSL,🛑,0,True
594,594,buwaSL,ස්තූතියි බුදු සර්,0,True
595,595,buwaSL,ලොකේශන් එවපන් වීල් එකක් එවන්නම් 😇🙏,0,True
596,596,buwaSL,"🤔🤨

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
597,597,buwaSL,😍❤️,0,True
598,598,buwaSL,"Sanna cer 😂

Upul Sannasgala

Upul Sannasgala

71 කලබල වුණා.
කලබලේට කොරහටවත් අත දාන්න බෑ කියලා
ඉගෙන ගත්තේ නෑ!

88 ආයේ කලබල වුණා..
ලේ විලයි - ගූ කප්පරයි.
රීපු එවුනුත්
ගූ ගාගත්ත උනුත්
ඒක අරගලයේ සුවඳ කිය කියා හිටියා.
ඉගෙන ගත්තේ නෑ!!
...",0,True
599,599,buwaSL,"🚝වායු සමීකරණය කර ඇත,අවශ්‍ය පරිදි උෂ්ණත්වය සකසා ගත හැක..
🚝adjustable අසුන් ඇත
🚝personal headphone slot සහ valume controls සෑම අසුනකටම වෙනම ඇත
🚝personal night light පද්ධතියක් සෑම අසුනකටම වෙනම ඇත.
🚝ආහාර ලබා ගැනීමට කුඩා dining table සහ cup holder සෑම අසුනකටම ඇත.
🚝coffee සහ snack අවශ්‍ය වෙලාවේදී ලබා ගත...",0,True
600,600,buwaSL,🙋🙋,0,True
601,601,buwaSL,👋,0,True
602,602,buwaSL,"❤️🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
603,603,buwaSL,Buwa ツ,0,True
604,604,buwaSL,😲,0,True
605,605,buwaSL,"අනුරගෙන් පස්සේ මං දැකපු කෙලින් කතා කරන එකම මනුස්සයා සුසිල් විතරයි මචං

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🙏",0,True
606,606,buwaSL,Buwa ツ,0,True
607,607,buwaSL,Buwa ツ,0,True
608,608,buwaSL,😍✌️,0,True
609,609,buwaSL,Buwa ツ,0,True
610,610,buwaSL,Buwa ツ,0,True
611,611,buwaSL,"❤️

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😂👋",0,True
612,612,buwaSL,Buwa ツ,0,True
613,613,buwaSL,"😂

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

දියව් දියව්",0,True
614,614,buwaSL,Buwa ツ,0,True
615,615,buwaSL,spoider man 👏,0,True
616,616,buwaSL,Buwa ツ,0,True
617,617,buwaSL,"😌✌️

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️",0,True
618,618,buwaSL,Buwa ツ,0,True
619,619,buwaSL,Buwa ツ,0,True
620,620,buwaSL,❤️🥰😍,0,True
621,621,buwaSL,🙏,0,True
622,622,buwaSL,"අපිට විශාල ශබ්දයක් ඇසුනා

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
623,623,buwaSL,🙏,0,True
624,624,buwaSL,🤩🎈🎇🎉️,0,True
625,625,buwaSL,"H E L L O 2 0 2 2 ❤️
🇱🇰 🤩🎈🎉️🎇

📷 අයිතිය මුල් හිමිකරු සතුය",0,True
626,626,buwaSL,Buwa ツ,0,True
627,627,buwaSL,Buwa ツ,0,True
628,628,buwaSL,දැන් හරිද 😌,0,True
629,629,buwaSL,2021 ❤️🙏,0,True
630,630,buwaSL,"කුරුළෑ ප්‍රශ්නයට සජිත්ගෙන් විසඳුම් 🙏

චමින්ද

චමින්ද

ස්තූතියි නායකතුමනි",0,True
631,631,buwaSL,"ඉහි ඉහි

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😢",0,True
632,632,buwaSL,Buwa ツ,0,True
633,633,buwaSL,"🥲

චමින්ද

චමින්ද",0,True
634,634,buwaSL,"ජෙට් එක දීපු අයියා 🙏 අන්තිම් වෙනකල් බලන්න 🥲

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

උන් ඔක්කොම යාලුවෝ මල්ලි..
අන්තිම වෙනකල් බලන්න 🙄✌️❤️😊",0,True
635,635,buwaSL,Buwa ツ,0,True
636,636,buwaSL,"Buwa ツ

චමින්ද

චමින්ද",0,True
637,637,buwaSL,🙏,0,True
638,638,buwaSL,"2022 නව වසරේ සිට ගල්කිස්ස කන්කසන්තුරේ ධාවනයට සූදානම් කර ඇති සම්පූර්ණ වායුසමනය කල S-13 කට්ටලය😊❤️
ගෙනයා හැකි සම්පූර්ණ මගීන් සංඛ්‍යාව-500",0,True
639,639,buwaSL,Gammac,0,True
640,640,buwaSL,"ඇන්ග්‍රි රියැක්ට්ස් ඔන්ලි

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🤬",0,True
641,641,buwaSL,🇱🇰 ඉන්දියාවයි පකිස්තානෙයි වගේ 😆,0,True
642,642,buwaSL,Buwa ツ,0,True
643,643,buwaSL,"🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️😆😢😯",0,True
644,644,buwaSL,"හොග්වෝඩ්ස්ද 🤔

Asiri Wanigaratne

Asiri Wanigaratne

මායා පාසලෙදි. Healing ලබාදෙමින්",0,True
645,645,buwaSL,Buwa ツ,0,True
646,646,buwaSL,"😍

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
647,647,buwaSL,"⏺️ඔමික්‍රෝන් රෝග ලක්ෂන
01.උගුර කැසීම
02.නාසයෙන් දියර ගැලීම
03.මහන්සිය
04.කිවිසුම් පිටවීම
05.පිටෙහි පහළ ප්‍රදේශයේ කැක්කුම
06.හිසේ කැක්කුම
07.රාත්‍රියට දහඩිය දැමීම
08.මාංශ පේශීන්වල ඇතිවන කැක්කුම",0,True
648,648,buwaSL,225 එකෙක් කරන්න ඇත්තේ,0,True
649,649,buwaSL,"ට්‍රැවල් විත් නිරූපමා

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
650,650,buwaSL,Buwa ツ,0,True
651,651,buwaSL,"තව දවස් 2යි🙃😂

Upul Sannasgala

Upul Sannasgala",0,True
652,652,buwaSL,Buwa ツ,0,True
653,653,buwaSL,"පරම සත්‍ය

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

C-සොනාල ගුණවර්ධන",0,True
654,654,buwaSL,Buwa ツ,0,True
655,655,buwaSL,Buwa ツ,0,True
656,656,buwaSL,"මිතුරන් ප්‍රමාණය,මිල මුදල් අදාල නැත අවශ්‍ය වන්නේ සැබෑ මිතුරන් පමණි 🙏😊

Credit-විමුවා-w
imuwa",0,True
657,657,buwaSL,Buwa ツ,0,True
658,658,buwaSL,Buwa ツ,0,True
659,659,buwaSL,උදව් කරන්න පුලුවන් ක්‍රම ඕන තරම් තියනවා..,0,True
660,660,buwaSL,❤️,0,True
661,661,buwaSL,කිතුණු යහලුවෝ හැමෝටම සුබ නත්තලක්. ❤️,0,True
662,662,buwaSL,"මුදල් ඇමතිකම ලබා දෙනු..!!

චමින්ද

චමින්ද

❤️",0,True
663,663,buwaSL,Buwa ツ,0,True
664,664,buwaSL,"❤️

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

කැමැත්තෙන් කරන දේවල් නෙමෙයි 😥",0,True
665,665,buwaSL,Buwa ツ,0,True
666,666,buwaSL,🔥,0,True
667,667,buwaSL,Buwa ツ,0,True
668,668,buwaSL,Buwa ツ,0,True
669,669,buwaSL,😍,0,True
670,670,buwaSL,Buwa ツ,0,True
671,671,buwaSL,ඔහු තනිව සටනේ,0,True
672,672,buwaSL,Buwa ツ,0,True
673,673,buwaSL,"Buwa ツ

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
674,674,buwaSL,🙋,0,True
675,675,buwaSL,"ඔන්න එහෙම උනොත් මුලින්ම පාරට බහින්නේ අපි 😭

Old Thief With New Face-පරණ හොරු අලුත් මුහුණකින්

Old Thief With New Face-පරණ හොරු අලුත් මුහුණකින්

හැබැයි දයාසිරිලට සිරිසේනලට අනුර එක්ක නම් නටන්න හම්බෙන්නේ නෑ !",0,True
676,676,buwaSL,"😂😂😂😂

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
677,677,buwaSL,🙃,0,True
678,678,buwaSL,"ඔට්ටු නෑ හොදේ 😥

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🙃",0,True
679,679,buwaSL,සබ්ජෙක්ට් දෙකක වෙනස 🤫,0,True
680,680,buwaSL,"🥲

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
681,681,buwaSL,❤️,0,True
682,682,buwaSL,"🥲

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

😂",0,True
683,683,buwaSL,Buwa ツ,0,True
684,684,buwaSL,"අනුර ජනාධිපති වූ විගස ගෑස් ප්‍රශ්නයට විසඳුම්,හිටපු සභාපති දඹර අමිල අනුර මැතිදුන් සමග අත්වැල් බැදගනී

Anura Kumara Dissanayake

Anura Kumara Dissanayake",0,True
685,685,buwaSL,❤️,0,True
686,686,buwaSL,🥲,0,True
687,687,buwaSL,Buwa ツ,0,True
688,688,buwaSL,Buwa ツ,0,True
689,689,buwaSL,Buwa ツ,0,True
690,690,buwaSL,Buwa ツ,0,True
691,691,buwaSL,⛽🛢️,0,True
692,692,buwaSL,"🤏

චමින්ද

චමින්ද

👍",0,True
693,693,buwaSL,❤️,0,True
694,694,buwaSL,"🤢

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

වෛරය,ක්‍රෝධය,ඊර
්ෂ්‍යාව,කුහත්වය",0,True
695,695,buwaSL,Buwa ツ,0,True
696,696,buwaSL,"😍

චමින්ද

චමින්ද

Siyaway kambul pethi ekay baluwe",0,True
697,697,buwaSL,Buwa ツ,0,True
698,698,buwaSL,ආසම බෝලර් 🥰,0,True
699,699,buwaSL,Buwa ツ,0,True
700,700,buwaSL,🤏,0,True
701,701,buwaSL,"😂

චමින්ද

චමින්ද",0,True
702,702,buwaSL,"😥

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🥲",0,True
703,703,buwaSL,❤️🙏,0,True
704,704,buwaSL,"❤️

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🙏",0,True
705,705,buwaSL,"සිරිසේනයි ඉම්රානුයි වගේ පාලකයෝ මෙහේ නෑනේ 🥲

චමින්ද

චමින්ද",0,True
706,706,buwaSL,Buwa ツ,0,True
707,707,buwaSL,කවියෙන් හෑලි ලියන අයියටනම් බඩේ අමාරුවක් කිවුවා🥲😂,0,True
708,708,buwaSL,"එදත් ශිංහයා
අදත් ශිංහයා ❤️👍

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

සිංගම් 4",0,True
709,709,buwaSL,"යහපාලන හදුන්නෙත්ති ❤️
යහපාලන නොවන හදුන්නෙත්ති 👍

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

Vote කරන්න යාලුවනේ",0,True
710,710,buwaSL,Buwa ツ,0,True
711,711,buwaSL,Buwa ツ,0,True
712,712,buwaSL,Buwa ツ,0,True
713,713,buwaSL,Buwa ツ,0,True
714,714,buwaSL,Buwa ツ,0,True
715,715,buwaSL,"රෙනෝ tho ගංja ගහලද 😂

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
716,716,buwaSL,"🥲

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

💔",0,True
717,717,buwaSL,Buwa ツ,0,True
718,718,buwaSL,"😊

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

💔",0,True
719,719,buwaSL,Buwa ツ,0,True
720,720,buwaSL,"දුර්වල නායකයන් කහ සිවුරෙන් බංකර් හදාගන්නවා මගේ පුතේ
-කාගම සිරිනන්ද ස්වාමීන් වහන්සේ-

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤වාසනාවන්ත සුවාමීන් වහන්සේලා",0,True
721,721,buwaSL,😻,0,True
722,722,buwaSL,"🤣🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
723,723,buwaSL,Buwa ツ,0,True
724,724,buwaSL,"මෝටිවේසන් බාප්පොච්චි 😎👍

Surendra Wasantha Perera

Surendra Wasantha Perera",0,True
725,725,buwaSL,❤️,0,True
726,726,buwaSL,"සතුටුයි..ජපානෙ නෙවෙයි, එංගලන්තෙ..❤️❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿
""අද ඔක්ස්ෆර්ඩ් නගරයෙම බයිසිකල් කඩේකට ගොඩ උනේ බෝලෙකට හුලං ගහන පොඩි කටුවක් ගන්න.

ඒ ගමන් බයිසිකල් ටිකක් බැලුවා. දැකපු දෙයින් සතුටක් ලැබුනා.

ඒ බයිසිකල් වල ටයර් Made in Sri Lanka. DSI.

ගෝලීය වෙළෙඳ පොළේ චීන, ඉන්දියානු, මැලෙසියානු, තායිලන්ත නිශ්පාදන...",0,True
727,727,buwaSL,Buwa ツ,0,True
728,728,buwaSL,"😎👍

චමින්ද

චමින්ද",0,True
729,729,buwaSL,Buwa ツ,0,True
730,730,buwaSL,"🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️",0,True
731,731,buwaSL,Buwa ツ,0,True
732,732,buwaSL,😻,0,True
733,733,buwaSL,"🥰

චමින්ද

චමින්ද",0,True
734,734,buwaSL,Buwa ツ,0,True
735,735,buwaSL,😊,0,True
736,736,buwaSL,🤨,0,True
737,737,buwaSL,"🙏

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

Appacci ❤️",0,True
738,738,buwaSL,"කින් රාවණා

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",0,True
739,739,buwaSL,🤔,0,True
740,740,buwaSL,ලංකාදීප ❤️ මගෝඩිස්ගේ සරදම් කාටූනය,0,True
741,741,buwaSL,"මෝටිවේසන් සංජු

Sanju Samarasinghe

Sanju Samarasinghe",0,True
742,742,buwaSL,"🤗

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
743,743,buwaSL,🤗,0,True
744,744,buwaSL,"😎

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️",0,True
745,745,buwaSL,Buwa ツ,0,True
746,746,buwaSL,"හදවතේ වීරයා

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️",0,True
747,747,buwaSL,Buwa ツ,0,True
748,748,buwaSL,"🤣

චමින්ද

චමින්ද",0,True
749,749,buwaSL,"😐

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

❤️ අධිමාත්‍රා",0,True
750,750,buwaSL,"""ලංකන් රා""",0,True
751,751,buwaSL,❤️,0,True
752,752,buwaSL,"මරදාන දුම්රිය ස්තානයේ දුම්රිය රියදුරන් විවේක ගන්නා ස්ථානය.
ගුණාත්මක සේවයක් බලාපොරොත්තු වෙන්නනම් සේවකයන්ගේ මානසික නිදහසට ප්‍රථම තැන ලබා දියයුතුයි..ඕනම ආයතනයක කාර්‍යක්ෂමතාවයක් ලැබෙන්නේ එවිටයි. 💔",0,True
753,753,buwaSL,Buwa ツ,0,True
754,754,buwaSL,Buwa ツ,0,True
755,755,buwaSL,Buwa ツ,0,True
756,756,buwaSL,💔,0,True
757,757,buwaSL,Buwa ツ,0,True
758,758,buwaSL,🥲,0,True
759,759,buwaSL,Buwa ツ,0,True
760,760,buwaSL,අය වැය 2/3 සම්මතයි,0,True
761,761,buwaSL,"Ducay thamai monawa karannatha

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🤗",0,True
762,762,buwaSL,Buwa ツ,0,True
763,763,buwaSL,Buwa ツ,0,True
764,764,buwaSL,Ben 2,0,True
765,765,buwaSL,"Sponsored by sagit - 300/=

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
766,766,buwaSL,Buwa ツ,0,True
767,767,buwaSL,Buwa ツ,0,True
768,768,buwaSL,"🤢🤢🤢

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

🤢",0,True
769,769,buwaSL,❤️,0,True
770,770,buwaSL,🥰,0,True
771,771,buwaSL,"ඔන්න ලංකාව 🤗

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති

ලැජ්ජයි 😝",0,True
772,772,buwaSL,🤦,0,True
773,773,buwaSL,Buwa ツ,0,True
774,774,buwaSL,මචං ලෝකේ..see more,0,True
775,775,buwaSL,Buwa ツ,0,True
776,776,buwaSL,🇱🇰 ගෝඨාභය රාජපක්ෂ විසින් ඔහුව මේජර් ජනරාල් තනතුරට උසස් කරන ලදි ❤️,0,True
777,777,buwaSL,"Buwa ツ

බුකියේ ජනාධිපති

බුකියේ ජනාධිපති",0,True
778,778,buwaSL,❤️,0,True
779,779,buwaSL,Buwa ツ,0,True
780,780,buwaSL,Run machine ❤️,0,True
781,781,buwaSL,ක්‍රිකට් වසන්තය 🥰,0,True
782,782,buwaSL,Buwa ツ,0,True
